0,0
1,1
2,0
3,0
4,0
5,0
6,1
7,0
8,1
9,0
10,2
11,1
12,1
13,0
14,0
15,0
16,3
17,1
18,1
19,2
20,0
21,1
22,4
23,1
24,1
25,0
26,0
27,1
28,1
29,1
30,3
31,1
32,3
33,2
34,1
35,1
36,1
37,1
38,3
39,0
40,3
41,0
42,1
43,2
44,0
45,0
46,1
47,2
48,1
49,0
50,1
51,1
52,1
53,1
54,3
55,2
56,0
57,1
58,1
59,1
60,0
61,2
62,1
63,1
64,1
65,0
66,1
67,1
68,2
69,1
70,2
71,0
72,0
73,3
74,0
75,1
76,0
77,1
78,1
79,1
80,0
81,1
82,2
83,0
84,1
85,3
86,1
87,2
88,1
89,0
90,2
91,0
92,1
93,0
94,1
95,0
96,1
97,1
98,0
99,1
100,0
101,2
102,0
103,0
104,2
105,3
106,0
107,3
108,0
109,4
110,0
111,1
112,2
113,1
114,0
115,0
116,1
117,2
118,0
119,0
120,0
121,3
122,1
123,1
124,2
125,1
126,1
127,0
128,0
129,1
130,0
131,0
132,1
133,2
134,0
135,0
136,1
137,3
138,1
139,0
140,1
141,2
142,2
143,1
144,0
145,1
146,3
147,1
148,1
149,1
150,0
151,2
152,1
153,0
154,1
155,1
156,1
157,0
158,1
159,1
160,1
161,0
162,0
163,0
164,1
165,1
166,1
167,4
168,0
169,0
170,2
171,0
172,1
173,1
174,1
175,0
176,2
177,1
178,0
179,2
180,1
181,3
182,1
183,0
184,1
185,0
186,2
187,0
188,2
189,1
190,0
191,2
192,0
193,2
194,2
195,1
196,0
197,2
198,0
199,1
200,1
201,0
202,0
203,2
204,2
205,1
206,0
207,2
208,0
209,1
210,1
211,2
212,1
213,1
214,2
215,4
216,1
217,1
218,2
219,1
220,0
221,2
222,0
223,3
224,2
225,0
226,1
227,2
228,0
229,0
230,3
231,0
232,1
233,0
234,0
235,5
236,1
237,1
238,0
239,2
240,0
241,1
242,1
243,1
244,0
245,0
246,0
247,1
248,2
249,4
250,1
251,2
252,3
253,0
254,0
255,1
256,0
257,0
258,0
259,0
260,0
261,0
262,0
263,1
264,2
265,0
266,4
267,0
268,0
269,0
270,0
271,0
272,2
273,1
274,2
275,1
276,0
277,3
278,2
279,3
280,1
281,2
282,1
283,2
284,1
285,1
286,0
287,1
288,2
289,2
290,0
291,0
292,2
293,0
294,0
295,2
296,1
297,0
298,0
299,0
300,1
301,3
302,0
303,3
304,2
305,0
306,0
307,1
308,0
309,2
310,1
311,0
312,0
313,0
314,0
315,0
316,1
317,2
318,1
319,2
320,0
321,3
322,0
323,2
324,2
325,2
326,0
327,1
328,0
329,1
330,1
331,2
332,1
333,1
334,0
335,1
336,0
337,2
338,1
339,4
340,1
341,1
342,2
343,1
344,1
345,2
346,0
347,1
348,0
349,1
350,1
351,2
352,2
353,0
354,1
355,0
356,2
357,0
358,0
359,3
360,0
361,0
362,1
363,1
364,0
365,1
366,1
367,0
368,1
369,0
370,1
371,1
372,1
373,2
374,2
375,2
376,2
377,2
378,3
379,2
380,0
381,3
382,4
383,4
384,0
385,0
386,1
387,1
388,1
389,2
390,0
391,2
392,0
393,1
394,0
395,1
396,0
397,2
398,1
399,2
400,1
401,3
402,2
403,1
404,1
405,1
406,1
407,2
408,1
409,1
410,2
411,1
412,1
413,1
414,1
415,2
416,1
417,0
418,0
419,1
420,1
421,1
422,1
423,1
424,0
425,1
426,1
427,0
428,2
429,1
430,1
431,1
432,0
433,0
434,1
435,2
436,1
437,1
438,1
439,1
440,2
441,3
442,1
443,2
444,1
445,2
446,2
447,0
448,2
449,0
450,0
451,0
452,1
453,2
454,1
455,1
456,2
457,1
458,3
459,0
460,3
461,3
462,0
463,1
464,2
465,1
466,0
467,3
468,1
469,1
470,0
471,0
472,1
473,0
474,0
475,0
476,1
477,0
478,2
479,1
480,0
481,1
482,1
483,2
484,3
485,3
486,0
487,1
488,0
489,1
490,2
491,1
492,2
493,0
494,1
495,0
496,0
497,0
498,0
499,2
500,2
501,0
502,1
503,3
504,0
505,2
506,2
507,2
508,1
509,3
510,1
511,0
512,0
513,2
514,0
515,1
516,1
517,1
518,1
519,2
520,0
521,1
522,2
523,2
524,1
525,0
526,1
527,0
528,2
529,1
530,0
531,2
532,0
533,0
534,0
535,0
536,1
537,0
538,1
539,0
540,0
541,1
542,0
543,1
544,2
545,2
546,1
547,0
548,0
549,1
550,1
551,1
552,3
553,1
554,2
555,1
556,1
557,0
558,2
559,0
560,0
561,0
562,0
563,1
564,1
565,3
566,1
567,3
568,0
569,2
570,0
571,1
572,1
573,0
574,1
575,0
576,0
577,2
578,1
579,2
580,0
581,2
582,1
583,1
584,0
585,2
586,0
587,0
588,0
589,1
590,1
591,1
592,1
593,2
594,1
595,1
596,2
597,1
598,1
599,2
600,1
601,0
602,2
603,2
604,1
605,0
606,0
607,1
608,2
609,1
610,1
611,0
612,2
613,1
614,2
615,0
616,0
617,0
618,0
619,0
620,0
621,2
622,4
623,1
624,0
625,1
626,1
627,0
628,2
629,0
630,1
631,4
632,1
633,1
634,2
635,0
636,0
637,1
638,1
639,0
640,2
641,0
642,5
643,1
644,0
645,2
646,3
647,2
648,0
649,3
650,3
651,1
652,0
653,3
654,2
655,0
656,0
657,2
658,1
659,1
660,1
661,0
662,1
663,2
664,2
665,3
666,0
667,1
668,1
669,1
670,0
671,2
672,0
673,1
674,1
675,1
676,0
677,0
678,1
679,2
680,0
681,1
682,1
683,0
684,0
685,0
686,1
687,0
688,1
689,0
690,0
691,3
692,1
693,1
694,2
695,0
696,0
697,2
698,2
699,0
700,2
701,2
702,3
703,1
704,0
705,1
706,1
707,1
708,2
709,0
710,1
711,1
712,0
713,2
714,0
715,1
716,0
717,1
718,3
719,1
720,5
721,3
722,0
723,0
724,2
725,1
726,0
727,1
728,0
729,2
730,0
731,2
732,2
733,2
734,1
735,0
736,0
737,0
738,1
739,1
740,1
741,0
742,2
743,1
744,2
745,1
746,0
747,1
748,0
749,3
750,0
751,0
752,3
753,0
754,0
755,0
756,0
757,4
758,1
759,2
760,2
761,0
762,0
763,2
764,2
765,0
766,1
767,0
768,0
769,1
770,0
771,0
772,2
773,1
774,2
775,2
776,2
777,0
778,0
779,1
780,0
781,2
782,2
783,1
784,0
785,0
786,1
787,1
788,1
789,1
790,1
791,0
792,0
793,2
794,1
795,1
796,1
797,2
798,1
799,3
800,0
801,1
802,3
803,1
804,3
805,2
806,1
807,0
808,2
809,3
810,1
811,0
812,2
813,0
814,2
815,2
816,0
817,0
818,0
819,0
820,1
821,0
822,0
823,1
824,0
825,0
826,1
827,1
828,1
829,1
830,1
831,0
832,2
833,1
834,0
835,0
836,0
837,1
838,1
839,1
840,2
841,0
842,1
843,1
844,1
845,1
846,1
847,2
848,1
849,1
850,3
851,1
852,3
853,3
854,0
855,1
856,0
857,2
858,1
859,1
860,0
861,3
862,0
863,2
864,1
865,1
866,2
867,0
868,2
869,3
870,0
871,3
872,0
873,1
874,1
875,0
876,0
877,0
878,0
879,0
880,1
881,0
882,0
883,0
884,0
885,1
886,0
887,2
888,0
889,3
890,0
891,2
892,0
893,1
894,1
895,0
896,1
897,1
898,0
899,4
900,2
901,2
902,1
903,0
904,0
905,1
906,1
907,2
908,4
909,0
910,0
911,1
912,1
913,0
914,2
915,2
916,0
917,1
918,0
919,4
920,1
921,1
922,2
923,1
924,1
925,3
926,1
927,1
928,1
929,0
930,2
931,0
932,1
933,3
934,4
935,2
936,2
937,1
938,0
939,0
940,1
941,3
942,1
943,1
944,1
945,5
946,1
947,0
948,0
949,1
950,1
951,1
952,0
953,3
954,1
955,2
956,0
957,2
958,0
959,0
960,0
961,0
962,1
963,1
964,0
965,2
966,0
967,0
968,3
969,0
970,3
971,1
972,0
973,2
974,1
975,0
976,3
977,1
978,1
979,0
980,1
981,2
982,1
983,0
984,0
985,1
986,0
987,0
988,1
989,0
990,0
991,0
992,1
993,1
994,3
995,0
996,0
997,0
998,0
999,0
1000,2
1001,0
1002,0
1003,0
1004,1
1005,1
1006,1
1007,2
1008,3
1009,4
1010,2
1011,1
1012,0
1013,2
1014,3
1015,0
1016,2
1017,1
1018,0
1019,2
1020,1
1021,0
1022,1
1023,1
1024,1
1025,0
1026,5
1027,1
1028,1
1029,1
1030,2
1031,1
1032,0
1033,1
1034,0
1035,1
1036,2
1037,2
1038,1
1039,0
1040,2
1041,1
1042,1
1043,1
1044,1
1045,3
1046,1
1047,0
1048,0
1049,1
1050,2
1051,0
1052,1
1053,0
1054,0
1055,2
1056,2
1057,2
1058,1
1059,1
1060,0
1061,2
